date,temperature,humidity,windspeed,precipitation,weathercode,sunrise,sunset
2025-05-26,14.5,66,14.2,0.0,3,05:56,21:39
2025-05-27,15.8,72,24.8,0.0,3,05:55,21:40
2025-05-28,16.7,75,20.4,3.2,53,05:54,21:41
2025-05-29,18.1,68,13.7,0.0,3,05:54,21:42
2025-05-30,22.1,66,9.3,0.0,1,05:53,21:43
2025-05-31,22.1,71,12.6,4.6,61,05:52,21:44
2025-06-01,19.0,67,13.1,8.5,65,05:51,21:45
2025-06-02,17.9,59,10.8,0.9,51,05:51,21:46
2025-06-03,18.9,51,20.3,0.0,3,05:50,21:47
2025-06-04,16.3,65,13.0,2.0,51,05:50,21:48
2025-06-05,15.6,77,25.4,7.5,61,05:49,21:49
2025-06-06,17.0,76,20.8,6.7,61,05:49,21:50
2025-06-07,16.1,75,24.7,3.4,61,05:48,21:51
2025-06-08,15.2,70,20.8,4.3,61,05:48,21:51
2025-06-09,16.3,68,8.8,0.0,3,05:48,21:52
2025-06-10,18.1,68,15.8,0.0,3,05:47,21:53
2025-06-11,20.8,65,12.8,0.0,3,05:47,21:54
2025-06-12,24.5,51,15.1,0.1,51,05:47,21:54
2025-06-13,26.2,60,23.3,6.8,63,05:47,21:55
2025-06-14,23.0,75,13.3,0.9,53,05:46,21:55
2025-06-15,19.3,61,14.2,0.1,51,05:46,21:56
2025-06-16,19.6,56,9.8,0.0,3,05:46,21:56
2025-06-17,22.8,51,13.5,0.0,3,05:46,21:56
2025-06-18,23.1,49,11.2,0.0,3,05:46,21:57
2025-06-19,24.8,49,15.1,0.0,0,05:47,21:57
2025-06-20,25.7,43,13.0,0.0,3,05:47,21:57
2025-06-21,27.7,38,12.2,0.0,3,05:47,21:57
2025-06-22,26.1,44,13.6,0.0,3,05:47,21:58
2025-06-23,21.6,57,20.3,0.0,3,05:47,21:58
2025-06-24,21.9,48,10.1,0.0,0,05:48,21:58
2025-06-25,25.8,51,16.7,2.3,61,05:48,21:58
2025-06-26,22.2,73,18.6,7.0,63,05:49,21:58
2025-06-27,23.2,69,12.8,1.4,55,05:49,21:58
2025-06-28,24.4,65,10.3,0.0,2,05:50,21:58
2025-06-29,24.7,64,11.8,0.0,3,05:50,21:58
2025-06-30,28.2,53,13.1,0.0,3,05:51,21:57
2025-07-01,31.9,36,11.1,0.0,1,05:51,21:57
2025-07-02,26.3,56,19.2,3.1,61,05:52,21:57
2025-07-03,21.2,52,14.2,0.0,3,05:53,21:56
2025-07-04,21.4,42,11.0,0.0,3,05:53,21:56
2025-07-05,21.5,40,13.7,0.0,3,05:54,21:56
2025-07-06,17.1,83,19.0,29.4,63,05:55,21:55
2025-07-07,16.1,81,17.5,22.8,63,05:56,21:55
2025-07-08,16.4,69,15.7,2.3,61,05:56,21:54
2025-07-09,17.9,66,4.6,0.0,2,05:57,21:53
2025-07-10,20.8,60,11.7,0.0,2,05:58,21:53
2025-07-11,23.7,55,15.8,0.0,0,05:59,21:52
2025-07-12,23.8,53,11.2,0.0,3,06:00,21:51
2025-07-13,25.2,44,13.5,0.1,51,06:01,21:51
2025-07-14,22.8,65,19.1,8.5,63,06:02,21:50
2025-07-15,20.8,53,19.1,1.2,53,06:03,21:49
2025-07-16,20.3,67,20.6,2.6,61,06:04,21:48
2025-07-17,21.2,75,7.0,0.4,51,06:05,21:47
2025-07-18,25.1,57,10.9,0.0,3,06:07,21:46
2025-07-19,23.9,57,20.8,1.8,53,06:08,21:45
2025-07-20,19.6,76,19.5,19.0,63,06:09,21:44
2025-07-21,18.1,78,21.9,15.0,63,06:10,21:43
2025-07-22,18.8,71,19.2,0.1,51,06:11,21:42
2025-07-23,18.0,81,9.6,11.1,63,06:12,21:41
2025-07-24,17.3,85,13.7,28.2,65,06:14,21:39
2025-07-25,19.6,78,8.4,1.3,51,06:15,21:38
2025-07-26,20.2,76,17.8,0.0,3,06:16,21:37
2025-07-27,18.2,81,14.9,7.8,61,06:17,21:36
2025-07-28,18.0,70,13.6,1.2,51,06:19,21:34
2025-07-29,17.9,74,12.1,1.0,53,06:20,21:33
2025-07-30,18.9,80,11.8,5.3,63,06:21,21:31
2025-07-31,19.6,75,14.0,0.6,51,06:23,21:30
2025-08-01,18.9,76,15.4,1.0,51,06:24,21:29
2025-08-02,17.1,71,12.3,0.2,51,06:25,21:27
2025-08-03,18.4,65,13.3,0.0,3,06:27,21:25
2025-08-04,22.0,69,16.8,0.0,3,06:28,21:24
2025-08-05,19.9,65,15.8,5.9,63,06:29,21:22
2025-08-06,18.0,62,8.7,0.0,3,06:31,21:21
2025-08-07,21.9,47,10.4,0.0,3,06:32,21:19
2025-08-08,22.2,58,13.5,0.0,3,06:34,21:17
2025-08-09,21.7,60,15.4,0.0,3,06:35,21:16
2025-08-10,20.9,56,11.3,0.0,0,06:36,21:14
2025-08-11,24.3,46,11.4,0.0,0,06:38,21:12
2025-08-12,27.4,44,13.0,0.0,0,06:39,21:11
2025-08-13,27.2,54,8.4,0.0,3,06:41,21:09
2025-08-14,25.9,62,13.8,0.0,3,06:42,21:07
2025-08-15,24.1,54,13.2,0.0,0,06:43,21:05
2025-08-16,23.3,60,16.1,0.0,0,06:45,21:04
2025-08-17,21.3,56,12.6,0.0,0,06:46,21:02
2025-08-18,22.2,55,10.3,0.0,3,06:47,21:00
2025-08-19,22.5,59,15.5,0.0,3,06:49,20:58
2025-08-20,19.6,79,13.8,4.3,61,06:50,20:56
2025-08-21,18.6,69,15.5,0.8,51,06:52,20:54
2025-08-22,16.9,64,11.5,0.0,3,06:53,20:52
2025-08-23,17.5,63,11.4,0.0,3,06:55,20:50
2025-08-24,18.4,58,8.8,0.0,0,06:56,20:48
2025-08-25,20.7,50,7.3,0.0,3,06:57,20:46
2025-08-26,22.6,49,14.9,0.0,3,06:59,20:44
2025-08-27,22.3,56,15.6,0.2,51,07:00,20:42
2025-08-28,19.9,59,16.7,0.6,51,07:02,20:40
2025-08-29,17.0,77,20.7,3.6,53,07:03,20:38
2025-08-30,17.5,74,19.1,0.2,51,07:05,20:36
2025-08-31,18.6,84,16.8,6.1,61,07:06,20:34
2025-09-01,16.7,80,15.3,4.1,61,07:07,20:32
2025-09-02,15.4,85,23.1,5.2,61,07:09,20:30
2025-09-03,19.4,77,30.1,0.7,51,07:10,20:28
2025-09-04,17.5,77,19.7,2.9,61,07:12,20:26
2025-09-05,16.5,75,10.8,0.9,53,07:13,20:24
2025-09-06,17.5,70,15.8,0.0,3,07:14,20:22
2025-09-07,21.2,68,13.2,0.0,3,07:16,20:20
2025-09-08,19.8,68,11.4,0.0,3,07:17,20:18
2025-09-09,17.5,62,9.2,0.0,3,07:19,20:16
2025-09-10,16.1,72,19.8,5.4,61,07:20,20:14
2025-09-11,15.7,78,22.6,4.1,61,07:21,20:11
2025-09-12,15.4,68,19.2,0.6,51,07:23,20:09
2025-09-13,15.0,83,20.0,10.6,63,07:24,20:07
2025-09-14,16.2,89,21.2,0.2,51,07:26,20:05
2025-09-15,18.0,71,26.5,1.0,51,07:27,20:03
2025-09-16,15.1,71,20.0,0.1,51,07:29,20:01
2025-09-17,16.5,75,12.9,0.0,3,07:30,19:59
2025-09-18,18.1,74,7.6,0.0,1,07:31,19:56
2025-09-19,20.6,64,10.8,0.0,3,07:33,19:54
2025-09-20,20.8,74,19.1,9.7,63,07:34,19:52
2025-09-21,15.5,73,14.7,0.9,53,07:36,19:50
2025-09-22,12.7,71,22.8,1.1,51,07:37,19:48
2025-09-23,11.6,77,19.7,7.3,61,07:39,19:46
2025-09-24,10.6,90,17.3,9.9,61,07:40,19:44
2025-09-25,10.6,84,10.7,1.4,51,07:41,19:42
2025-09-26,11.2,85,6.0,0.4,51,07:43,19:40
2025-09-27,11.9,84,8.0,0.3,51,07:44,19:37
2025-09-28,12.9,81,7.2,0.0,3,07:46,19:35
2025-09-29,13.9,80,7.4,0.0,3,07:47,19:33
2025-09-30,13.5,77,10.3,0.0,3,07:49,19:31
2025-10-01,13.1,78,7.2,0.0,3,07:50,19:29
2025-10-02,12.8,72,8.3,0.0,3,07:52,19:27
2025-10-03,13.1,80,19.3,3.7,53,07:53,19:25
2025-10-04,15.0,78,29.0,8.1,63,07:54,19:23
2025-10-05,12.4,73,20.5,0.0,3,07:56,19:21
2025-10-06,12.6,80,12.7,0.2,51,07:57,19:19
2025-10-07,13.2,84,4.1,0.0,3,07:59,19:16
2025-10-08,12.7,87,7.8,0.0,3,08:00,19:14
2025-10-09,14.5,80,8.4,0.1,51,08:02,19:12
2025-10-10,12.8,85,9.0,0.0,3,08:03,19:10
2025-10-11,13.7,83,10.7,0.0,3,08:05,19:08
2025-10-12,12.8,83,11.5,0.0,0,08:06,19:06
2025-10-13,12.8,84,16.6,0.1,51,08:08,19:04
2025-10-14,13.7,81,14.2,0.0,3,08:09,19:02
2025-10-15,12.7,83,13.3,0.2,51,08:11,19:01
2025-10-16,12.4,79,13.5,0.0,3,08:12,18:59
2025-10-17,12.3,79,13.1,0.0,3,08:14,18:57
2025-10-18,11.2,73,12.8,0.0,3,08:15,18:55
2025-10-19,11.6,84,19.1,2.5,53,08:17,18:53
2025-10-20,14.9,86,24.6,4.4,55,08:19,18:51
2025-10-21,14.1,82,21.9,0.9,51,08:20,18:49
2025-10-22,13.8,89,24.4,2.6,61,08:22,18:47
2025-10-23,12.3,80,29.4,4.6,61,08:23,18:45
2025-10-24,9.1,76,21.0,1.3,61,08:25,18:44
2025-10-25,10.6,81,22.0,3.4,63,08:26,18:42
2025-10-26,8.9,75,18.2,0.2,51,08:28,18:40
2025-10-27,11.8,78,24.3,3.4,55,08:30,18:38
2025-10-28,12.4,83,24.1,0.0,3,08:31,18:36
2025-10-29,12.0,90,16.4,9.4,63,08:33,18:35
2025-10-30,10.6,83,17.4,0.0,3,08:34,18:33
2025-10-31,11.6,83,16.4,0.0,3,08:36,18:31
2025-11-01,13.8,83,18.9,5.8,61,08:37,18:30
2025-11-02,11.1,83,21.2,1.2,51,08:39,18:28
2025-11-03,11.1,86,18.3,0.0,3,08:41,18:27
2025-11-04,12.1,83,13.7,0.0,3,08:42,18:25
2025-11-05,13.4,75,13.4,0.0,3,08:44,18:24
2025-11-06,13.0,91,12.9,4.1,61,08:45,18:22
2025-11-07,11.8,91,14.1,0.2,51,08:47,18:21
2025-11-08,10.9,94,8.8,0.6,51,08:48,18:19
2025-11-09,9.2,93,10.1,0.0,3,08:50,18:18
2025-11-10,9.3,90,15.9,1.5,53,08:52,18:16
2025-11-11,11.3,90,19.2,0.0,3,08:53,18:15
2025-11-12,11.5,80,14.1,0.0,3,08:55,18:14
2025-11-13,14.5,75,16.5,0.0,3,08:56,18:12
2025-11-14,15.5,76,13.2,2.1,55,08:58,18:11
2025-11-15,12.1,96,12.0,24.4,63,09:00,18:10
2025-11-16,9.8,96,13.1,0.1,51,09:01,18:09
2025-11-17,6.6,81,16.8,1.2,53,09:03,18:08
2025-11-18,3.7,84,14.8,0.0,3,09:04,18:07
2025-11-19,5.6,85,21.1,3.6,61,09:06,18:05
2025-11-20,2.5,83,15.6,0.5,73,09:07,18:04
2025-11-21,1.7,86,13.5,0.3,71,09:09,18:03
2025-11-22,-0.6,90,16.2,0.0,3,09:10,18:03
2025-11-23,3.2,94,20.1,16.7,75,09:11,18:02
2025-11-24,7.1,90,18.8,1.6,53,09:13,18:01
2025-11-25,5.9,85,23.6,0.8,51,09:14,18:00
2025-11-26,4.7,88,13.0,0.2,51,09:16,17:59
2025-11-27,5.1,87,14.3,0.0,3,09:17,17:59
2025-11-28,9.0,95,16.1,10.6,63,09:18,17:58
2025-11-29,9.5,96,20.6,5.5,61,09:20,17:57
2025-11-30,6.4,87,13.8,0.2,51,09:21,17:57
2025-12-01,4.6,84,19.3,0.0,3,09:22,17:56
2025-12-02,8.0,77,19.5,0.4,51,09:24,17:56
2025-12-03,7.8,89,9.5,0.0,3,09:25,17:55
2025-12-04,6.4,92,19.6,2.3,53,09:26,17:55
2025-12-05,3.7,91,24.4,1.5,53,09:27,17:55
2025-12-06,9.7,86,26.1,2.2,53,09:28,17:54
2025-12-07,12.4,91,22.8,9.2,61,09:30,17:54
2025-12-08,14.2,85,20.0,1.2,55,09:31,17:54
2025-12-09,11.8,83,17.2,0.3,51,09:32,17:54
2025-12-10,12.0,91,14.6,0.3,51,09:33,17:54
2025-12-11,7.6,97,11.7,0.2,51,09:34,17:54
2025-12-12,9.6,95,9.5,0.0,3,09:35,17:54
2025-12-13,8.2,98,8.5,0.0,3,09:35,17:54
2025-12-14,6.6,97,12.2,0.0,3,09:36,17:54
2025-12-15,7.5,90,15.0,0.0,3,09:37,17:54
2025-12-16,10.1,88,15.4,0.0,3,09:38,17:54
2025-12-17,8.4,91,13.5,0.0,3,09:38,17:54
2025-12-18,10.7,79,22.7,0.0,3,09:39,17:55
2025-12-19,10.5,90,20.0,5.7,61,09:40,17:55
2025-12-20,8.1,97,11.6,2.3,51,09:40,17:56
2025-12-21,9.5,96,22.0,15.8,63,09:41,17:56
2025-12-22,9.1,90,15.5,0.2,51,09:41,17:57
2025-12-23,5.1,87,13.6,0.0,3,09:42,17:57
2025-12-24,3.3,72,21.4,0.0,3,09:42,17:58
2025-12-25,-0.1,74,20.6,0.1,71,09:43,17:59
2025-12-26,-0.7,84,9.7,0.0,3,09:43,17:59
2025-12-27,-0.0,85,10.3,0.0,2,09:43,18:00
2025-12-28,0.1,91,13.7,0.0,3,09:43,18:01
2025-12-29,-0.8,85,11.7,0.0,3,09:44,18:02
2025-12-30,2.2,85,12.4,0.0,3,09:44,18:03
2025-12-31,-0.0,91,9.6,0.0,2,09:44,18:03
2026-01-01,0.5,90,15.9,0.0,3,09:44,18:04
2026-01-02,2.1,93,17.7,2.9,73,09:44,18:05
2026-01-03,-0.1,82,15.2,0.0,3,09:43,18:06
2026-01-04,-1.0,80,9.2,0.0,3,09:43,18:07
2026-01-05,-1.9,89,13.4,3.7,75,09:43,18:09
2026-01-06,-2.4,90,11.9,0.0,3,09:43,18:10
2026-01-07,0.0,90,23.9,4.6,75,09:42,18:11
2026-01-08,5.4,94,31.6,8.8,61,09:42,18:12
2026-01-09,6.1,81,33.6,4.2,71,09:42,18:13
2026-01-10,3.3,79,25.9,0.7,53,09:41,18:15
2026-01-11,1.9,83,18.4,0.0,3,09:41,18:16
2026-01-12,8.7,85,22.0,7.2,55,09:40,18:17
2026-01-13,9.8,80,17.4,1.0,53,09:40,18:19
2026-01-14,9.7,87,15.2,1.1,51,09:39,18:20
2026-01-15,10.1,84,22.3,0.7,51,09:38,18:22
2026-01-16,9.0,89,22.9,1.3,51,09:38,18:23
2026-01-17,8.3,93,9.4,1.7,61,09:37,18:24
2026-01-18,7.7,85,9.1,0.0,3,09:36,18:26
2026-01-19,6.0,89,10.3,0.0,3,09:35,18:27
2026-01-20,7.4,89,19.0,0.5,51,09:34,18:29
2026-01-21,9.5,79,18.6,6.8,61,09:33,18:30
2026-01-22,8.5,88,18.9,3.1,53,09:32,18:32
2026-01-23,6.5,88,20.8,3.8,55,09:31,18:33
2026-01-24,5.1,85,14.7,0.1,51,09:30,18:35
2026-01-25,5.2,92,16.8,1.8,53,09:29,18:37
2026-01-26,5.2,93,12.5,0.2,51,09:28,18:38
2026-01-27,6.3,91,19.8,13.0,71,09:27,18:40
2026-01-28,4.7,93,11.2,0.0,3,09:26,18:41
2026-01-29,2.6,95,12.2,0.0,3,09:24,18:43
2026-01-30,6.8,89,22.0,3.6,53,09:23,18:45
2026-01-31,6.7,92,15.9,0.2,51,09:22,18:46
2026-02-01,6.7,96,14.3,2.8,55,09:20,18:48
2026-02-02,6.2,89,13.9,6.9,63,09:19,18:50
2026-02-03,7.9,91,18.9,8.7,61,09:18,18:51
2026-02-04,6.8,85,15.0,0.0,3,09:16,18:53
2026-02-05,8.7,90,16.2,10.7,63,09:15,18:55
2026-02-06,9.6,87,17.6,6.0,61,09:13,18:56
2026-02-07,8.5,83,19.7,0.0,3,09:12,18:58
2026-02-08,7.7,84,10.7,0.0,3,09:10,18:59
2026-02-09,6.5,88,17.5,0.6,51,09:08,19:01
2026-02-10,10.2,91,20.0,17.4,63,09:07,19:03
2026-02-11,11.0,86,26.7,11.5,63,09:05,19:04
2026-02-12,10.1,82,26.6,8.2,61,09:04,19:06
2026-02-13,8.0,93,16.0,10.6,61,09:02,19:08
2026-02-14,3.2,78,22.2,5.7,61,09:00,19:09
2026-02-15,2.4,87,27.0,4.4,73,08:59,19:11
2026-02-16,7.8,77,26.7,2.0,55,08:57,19:13
2026-02-17,6.1,72,19.8,0.2,51,08:55,19:14
2026-02-18,5.2,90,19.0,18.7,63,08:53,19:16
2026-02-19,8.0,90,18.0,4.1,53,08:51,19:18
2026-02-20,8.2,78,18.5,0.2,51,08:50,19:19
2026-02-21,11.9,80,18.3,0.3,51,08:48,19:21
2026-02-22,11.9,87,19.7,6.1,63,08:46,19:22
2026-02-23,12.0,78,19.8,0.3,51,08:44,19:24
2026-02-24,12.5,86,15.7,0.3,51,08:42,19:26
2026-02-25,12.1,84,9.1,0.0,3,08:40,19:27
2026-02-26,13.0,77,12.9,0.0,3,08:38,19:29
2026-02-27,11.8,82,19.3,3.1,53,08:36,19:30
2026-02-28,10.1,73,24.5,0.3,51,08:34,19:32
2026-03-01,8.0,77,19.4,0.0,3,08:32,19:34
2026-03-02,10.1,71,11.2,0.0,3,08:30,19:35
2026-03-03,10.3,77,6.4,0.0,3,08:28,19:37
2026-03-04,10.9,72,11.2,0.0,0,08:27,19:38
2026-03-05,11.0,73,7.7,0.0,3,08:25,19:40
2026-03-06,12.4,79,6.7,0.0,3,08:23,19:41
2026-03-07,12.2,84,8.3,0.0,3,08:21,19:43
2026-03-08,10.7,88,5.2,0.0,3,08:18,19:45
2026-03-09,11.5,81,9.9,0.3,51,08:16,19:46
2026-03-10,11.7,82,12.2,3.9,61,08:14,19:48
2026-03-11,10.3,82,24.8,8.0,63,08:12,19:49
2026-03-12,8.3,77,22.5,0.0,3,08:10,19:51
2026-03-13,8.9,88,24.6,16.7,63,08:08,19:52
2026-03-14,5.6,80,16.0,7.2,61,08:06,19:54
2026-03-15,6.4,72,14.4,0.0,3,08:04,19:55
2026-03-16,9.5,71,17.3,0.0,3,08:02,19:57
2026-03-17,10.2,75,10.6,0.0,3,08:00,19:58
2026-03-18,10.8,63,19.3,0.0,0,07:58,20:00
2026-03-19,10.4,64,13.9,0.0,3,07:55,20:02
2026-03-20,10.0,65,9.7,0.0,3,07:53,20:03
2026-03-21,10.3,71,11.0,0.0,3,07:51,20:05
2026-03-22,9.5,71,12.0,0.0,3,07:49,20:06
2026-03-23,10.0,71,8.6,0.0,3,07:47,20:08
2026-03-24,11.2,70,19.2,0.0,3,07:45,20:09
2026-03-25,8.0,71,29.3,4.6,73,07:43,20:11
2026-03-26,5.4,69,17.0,0.6,51,07:41,20:12
2026-03-27,6.0,71,8.5,0.1,51,07:39,20:14
2026-03-28,8.1,74,19.9,9.1,61,07:37,20:15
2026-03-29,6.5,71,13.7,1.1,73,07:35,20:17
2026-03-30,9.6,71,21.6,0.0,3,07:33,20:18
2026-03-31,8.3,81,12.9,0.9,51,07:30,20:20
2026-04-01,9.7,91,7.4,3.4,55,07:28,20:21
2026-04-02,9.8,82,13.0,1.2,51,07:26,20:23
2026-04-03,8.1,83,19.7,0.6,51,07:24,20:24
2026-04-04,14.1,78,18.0,1.2,51,07:22,20:26
2026-04-05,12.5,70,19.9,1.1,53,07:20,20:27
2026-04-06,10.5,72,8.4,0.0,3,07:18,20:29
2026-04-07,14.3,67,11.2,0.0,1,07:16,20:30
2026-04-08,16.0,61,6.5,0.0,0,07:14,20:32
2026-04-09,16.6,66,24.9,2.6,61,07:12,20:33
2026-04-10,12.5,52,18.2,0.0,3,07:10,20:34
2026-04-11,11.6,73,19.1,5.8,63,07:08,20:36
2026-04-12,9.5,71,10.0,0.2,51,07:06,20:37
2026-04-13,9.6,80,11.7,2.9,55,07:04,20:39
2026-04-14,10.6,67,10.1,0.0,3,07:02,20:40
2026-04-15,12.8,64,14.8,0.1,51,07:00,20:42
2026-04-16,14.1,65,10.2,0.0,3,06:58,20:43
2026-04-17,15.3,57,7.4,0.0,3,06:56,20:45
2026-04-18,15.8,60,16.9,1.3,53,06:54,20:46
2026-04-19,12.5,61,14.2,0.0,3,06:52,20:48
2026-04-20,11.7,56,14.8,0.0,3,06:50,20:49
2026-04-21,11.0,54,21.7,0.0,3,06:48,20:51
2026-04-22,13.3,44,20.0,0.0,3,06:46,20:52
2026-04-23,15.5,37,16.4,0.0,0,06:44,20:54
2026-04-24,16.1,35,15.1,0.0,0,06:43,20:55
2026-04-25,16.0,41,14.0,0.0,3,06:41,20:57
2026-04-26,16.2,36,10.7,0.0,3,06:39,20:58
2026-04-27,16.2,46,11.7,0.0,3,06:37,21:00
2026-04-28,16.0,47,15.5,0.0,3,06:35,21:01
2026-04-29,18.4,38,23.4,0.0,3,06:34,21:03
2026-04-30,18.2,29,18.4,0.0,0,06:32,21:04
2026-05-01,18.5,44,13.3,0.0,3,06:30,21:06
2026-05-02,18.9,70,16.9,1.5,61,06:29,21:07
2026-05-03,16.1,80,14.3,12.0,63,06:27,21:08
2026-05-04,14.4,91,8.3,8.2,61,06:25,21:10
2026-05-05,13.2,92,14.9,22.7,63,06:24,21:11
2026-05-06,11.4,81,15.8,9.6,61,06:22,21:13
2026-05-07,12.5,71,8.7,0.4,51,06:21,21:14
2026-05-08,13.8,69,9.8,0.0,2,06:19,21:16
2026-05-09,16.1,71,10.5,8.2,63,06:17,21:17
2026-05-10,14.6,81,14.5,17.8,63,06:16,21:18
2026-05-11,11.1,79,17.4,6.8,55,06:15,21:20
2026-05-12,10.3,69,10.9,0.3,51,06:13,21:21
2026-05-13,11.1,75,22.9,3.9,55,06:12,21:23
2026-05-14,9.0,78,15.7,5.1,61,06:10,21:24
2026-05-15,8.7,77,18.7,1.8,53,06:09,21:25
2026-05-16,10.5,73,13.1,0.8,53,06:08,21:27
2026-05-17,12.2,84,13.7,7.6,61,06:06,21:28
2026-05-18,11.7,79,14.1,2.6,61,06:05,21:29
2026-05-19,13.3,83,21.3,6.8,63,06:04,21:31
2026-05-20,15.8,75,19.3,2.3,51,06:03,21:32
2026-05-21,17.3,73,8.7,0.0,3,06:02,21:33
2026-05-22,20.3,68,6.5,0.0,2,06:00,21:34
2026-05-23,22.5,61,7.3,0.0,3,05:59,21:35
2026-05-24,24.0,64,12.1,0.0,1,05:58,21:37
2026-05-25,25.6,60,13.3,0.0,3,05:57,21:38
2026-05-26,25.7,48,10.3,0.0,1,05:57,21:39
2026-05-27,26.0,48,11.9,0.0,1,05:56,21:40
2026-05-28,26.1,52,10.2,0.3,51,05:55,21:41
2026-05-29,26.6,52,8.4,0.0,3,05:54,21:42
2026-05-30,25.9,59,11.0,0.3,51,05:53,21:43
2026-05-31,19.7,63,19.0,1.7,61,05:52,21:44
2026-06-01,19.7,61,11.5,0.0,3,05:52,21:45
2026-06-02,17.8,75,22.7,9.9,61,05:51,21:46
2026-06-03,16.4,76,24.9,1.0,51,05:50,21:47
2026-06-04,16.2,75,23.8,4.9,53,05:50,21:48
2026-06-05,14.8,68,13.8,0.6,51,05:49,21:49
2026-06-06,16.2,64,23.2,1.3,51,05:49,21:50
2026-06-07,16.6,64,14.9,0.0,3,05:48,21:51
2026-06-08,17.0,71,20.8,3.1,61,05:48,21:51
2026-06-09,14.7,65,17.8,0.9,51,05:48,21:52
2026-06-10,14.2,72,15.0,5.8,61,05:47,21:53
2026-06-11,14.2,69,16.6,0.0,3,05:47,21:53
2026-06-12,19.7,68,19.5,0.2,51,05:47,21:54
2026-06-13,21.1,60,15.0,0.0,3,05:47,21:54
2026-06-14,20.2,47,11.9,0.0,2,05:46,21:55
2026-06-15,21.9,50,13.9,1.8,61,05:46,21:55
2026-06-16,23.5,58,12.7,0.8,51,05:46,21:56
2026-06-17,25.4,51,10.8,0.0,2,05:46,21:56
2026-06-18,26.4,56,20.9,3.9,61,05:46,21:57
2026-06-19,27.8,52,18.5,0.5,51,05:47,21:57
2026-06-20,26.1,62,11.1,2.0,53,05:47,21:57
2026-06-21,28.9,57,15.5,0.0,3,05:47,21:57
2026-06-22,30.8,50,16.2,0.5,51,05:47,21:58
2026-06-23,31.0,48,22.0,1.2,55,05:47,21:58
2026-06-24,33.1,38,16.1,0.1,51,05:48,21:58
2026-06-25,34.3,32,16.5,0.0,3,05:48,21:58
2026-06-26,31.5,40,15.1,1.8,61,05:49,21:58
2026-06-27,28.4,47,18.9,2.2,61,05:49,21:58
2026-06-28,24.8,70,13.2,2.6,53,05:49,21:58
2026-06-29,21.8,57,14.9,0.9,53,05:50,21:58
2026-06-30,21.8,55,16.3,0.0,3,05:50,21:57
2026-07-01,20.5,55,14.9,0.0,3,05:51,21:57
2026-07-02,20.3,65,18.4,0.0,3,05:52,21:57
2026-07-03,21.8,56,14.8,0.0,3,05:52,21:56
2026-07-04,22.7,43,14.8,0.0,0,05:53,21:56
2026-07-05,23.2,59,14.1,0.0,3,05:54,21:56
2026-07-06,26.3,45,10.5,0.0,3,05:55,21:55
2026-07-07,28.1,31,16.3,0.0,3,05:55,21:55
2026-07-08,27.0,37,15.6,0.0,2,05:56,21:54
2026-07-09,28.0,43,13.8,0.0,0,05:57,21:54
2026-07-10,28.6,41,17.5,0.3,51,05:58,21:53
2026-07-11,29.6,34,16.7,0.0,3,05:59,21:52
2026-07-12,29.7,33,17.7,0.0,3,06:00,21:51
2026-07-13,29.2,34,18.6,0.0,3,06:01,21:51
2026-07-14,28.0,47,13.6,1.3,53,06:02,21:50
2026-07-15,28.3,36,13.1,0.1,51,06:03,21:49
2026-07-16,26.3,46,17.0,13.6,63,06:04,21:48
2026-07-17,22.1,73,14.2,2.1,51,06:05,21:47
2026-07-18,22.6,59,16.3,0.8,51,06:06,21:46
2026-07-19,19.3,53,16.3,0.0,3,06:07,21:45
2026-07-20,18.7,49,16.2,0.0,3,06:09,21:44
2026-07-21,20.1,48,13.9,0.0,1,06:10,21:43
2026-07-22,20.4,54,15.6,0.0,3,06:11,21:42
2026-07-23,20.7,51,14.3,0.0,3,06:12,21:41
2026-07-24,22.2,49,13.7,0.0,3,06:13,21:40
2026-07-25,23.9,47,16.7,0.0,3,06:15,21:38
2026-07-26,21.0,63,23.0,0.4,51,06:16,21:37
2026-07-27,21.3,55,15.1,0.0,3,06:17,21:36
2026-07-28,24.9,47,9.2,0.0,0,06:18,21:34
2026-07-29,30.1,33,14.5,0.0,0,06:20,21:33
2026-07-30,24.6,58,11.3,3.5,63,06:21,21:32
2026-07-31,22.7,64,13.4,0.0,3,06:22,21:30
2026-08-01,22.4,56,10.6,0.1,51,06:24,21:29
2026-08-02,24.7,40,11.1,0.0,3,06:25,21:27
2026-08-03,27.2,45,13.0,0.6,51,06:26,21:26
2026-08-04,25.7,58,15.5,0.2,51,06:28,21:24
2026-08-05,23.8,54,16.2,0.0,3,06:29,21:23
2026-08-06,20.8,50,15.0,0.0,3,06:30,21:21
2026-08-07,20.3,46,11.3,0.0,0,06:32,21:19
2026-08-08,23.6,36,8.4,0.0,2,06:33,21:18
2026-08-09,26.3,34,20.2,0.0,3,06:35,21:16
2026-08-10,25.8,43,13.5,0.0,0,06:36,21:15
2026-08-11,25.8,45,13.3,0.0,0,06:37,21:13
2026-08-12,28.2,28,10.7,0.0,0,06:39,21:11
2026-08-13,30.4,27,9.6,0.0,0,06:40,21:09
2026-08-14,31.9,26,11.7,0.1,51,06:42,21:08
2026-08-15,26.2,56,19.7,0.0,3,06:43,21:06
2026-08-16,25.0,67,10.4,2.8,61,06:44,21:04
2026-08-17,24.7,54,17.2,0.0,3,06:46,21:02
2026-08-18,23.3,63,19.0,0.2,51,06:47,21:00
